order_id,order_date,region,category,product,sales_rep,quantity,unit_price,discount,revenue,cost
ORD-1534,2024-05-23,North,Clothing,Jeans,Ana Cruz,5,1104.31,0.15,4693.32,2219.65
ORD-1535,2025-06-03,Central,Clothing,T-Shirt,Chen Wu,7,1157.26,0,8100.82,5847.91
ORD-1536,2025-07-10,Central,Clothing,Sneakers,Fei Lin,3,558.24,0,1674.72,1201.5
ORD-1537,2024-10-24,South,Electronics,Headphones,Eli Khan,2,604.23,0.1,1087.61,492.88
ORD-1538,2025-12-01,Central,Electronics,Monitor,Fei Lin,3,677.64,0,2032.92,1260.22
ORD-1539,2024-05-29,North,Clothing,Sneakers,Chen Wu,6,75.02,0.2,360.1,214.72
ORD-1540,2025-01-13,West,Electronics,Laptop,Dara Patel,4,784.06,0.2,2508.99,1400.96
ORD-1541,2024-02-17,East,Electronics,Tablet,Fei Lin,2,1060.05,0.1,1908.09,1221.31
ORD-1542,2024-09-26,North,Clothing,Hat,Eli Khan,3,574.34,0.05,1636.87,915.97
ORD-1543,2024-09-14,West,Furniture,Chair,Eli Khan,7,539.05,0.2,3018.68,1670.87
ORD-1544,2024-01-07,East,Clothing,Jeans,Ben Lee,8,260.92,0,2087.36,1261.52
ORD-1545,2024-06-02,South,Electronics,Phone,Dara Patel,6,909.0,0.2,4363.2,2118.33
ORD-1546,2024-12-04,South,Clothing,T-Shirt,Fei Lin,8,1017.72,0.05,7734.67,3969.52
ORD-1547,2025-02-24,Central,Electronics,Phone,Ana Cruz,1,204.91,0.1,184.42,91.9
ORD-1548,2025-08-09,West,Electronics,Laptop,Eli Khan,3,398.52,0,1195.56,723.3
ORD-1549,2025-07-31,West,Clothing,T-Shirt,Dara Patel,5,1421.67,0,7108.35,4156.69
ORD-1550,2024-06-23,Central,Electronics,Headphones,Fei Lin,3,1195.0,0.2,2868.0,1950.95
ORD-1551,2025-06-07,South,Furniture,Chair,Dara Patel,6,1384.69,0.1,7477.33,4689.62
ORD-1552,2025-01-29,West,Electronics,Laptop,Ben Lee,1,315.49,0.2,252.39,182.43
ORD-1553,2025-09-12,Central,Electronics,Phone,Eli Khan,8,1353.89,0.1,9748.01,4500.76
ORD-1554,2024-04-30,West,Electronics,Headphones,Eli Khan,3,1354.45,0.1,3657.02,2553.54
ORD-1555,2025-03-06,West,Furniture,Desk,Chen Wu,7,355.79,0.2,1992.42,1184.77
ORD-1556,2025-08-26,South,Clothing,Hat,Ana Cruz,2,646.85,0,1293.7,767.35
ORD-1557,2024-10-17,North,Clothing,Hat,Eli Khan,7,397.84,0,2784.88,1845.66
ORD-1558,2025-06-19,East,Electronics,Monitor,Dara Patel,1,571.92,0,571.92,375.37
ORD-1559,2025-01-05,Central,Electronics,Phone,Dara Patel,7,982.59,0,6878.13,3634.34
ORD-1560,2025-08-01,West,Furniture,Lamp,Eli Khan,5,1487.82,0.05,7067.14,4780.86
ORD-1561,2025-07-24,East,Furniture,Chair,Eli Khan,6,845.25,0.05,4817.93,2534.87
ORD-1562,2024-12-18,South,Clothing,Sneakers,Dara Patel,3,1284.67,0.15,3275.91,1591.19
ORD-1563,2024-06-14,North,Electronics,Phone,Ben Lee,7,1182.33,0.2,6621.05,4073.09
ORD-1564,2025-02-02,West,Clothing,T-Shirt,Ana Cruz,2,1237.53,0.05,2351.31,1711.19
ORD-1565,2024-03-06,West,Furniture,Chair,Eli Khan,6,133.86,0,803.16,535.99
ORD-1566,2025-11-02,West,Clothing,Jacket,Dara Patel,1,1419.39,0.2,1135.51,570.69
ORD-1567,2024-01-11,Central,Electronics,Monitor,Fei Lin,5,304.2,0.2,1216.8,766.41
ORD-1568,2024-08-25,South,Clothing,Jeans,Ana Cruz,1,549.21,0.15,466.83,210.11
ORD-1569,2024-10-09,North,Furniture,Bookshelf,Ana Cruz,7,617.09,0,4319.63,2614.77
ORD-1570,2025-07-16,Central,Furniture,Lamp,Ben Lee,6,531.0,0.2,2548.8,1358.39
ORD-1571,2025-04-10,Central,Furniture,Lamp,Ana Cruz,1,402.74,0.05,382.6,230.28
ORD-1572,2025-05-30,Central,Furniture,Bookshelf,Chen Wu,2,1207.37,0,2414.74,1721.31
ORD-1573,2025-03-29,West,Furniture,Lamp,Fei Lin,8,1158.4,0.2,7413.76,4091.64
ORD-1574,2025-04-16,South,Clothing,T-Shirt,Fei Lin,8,187.66,0,1501.28,847.93
ORD-1575,2024-08-23,East,Furniture,Sofa,Ben Lee,6,782.01,0,4692.06,3097.91
ORD-1576,2024-10-21,East,Electronics,Headphones,Ben Lee,6,127.9,0,767.4,455.04
ORD-1577,2025-08-10,South,Furniture,Chair,Chen Wu,4,756.01,0,3024.04,1573.89
ORD-1578,2024-07-30,North,Electronics,Phone,Ana Cruz,4,1256.96,0,5027.84,2497.82
ORD-1579,2024-03-21,West,Clothing,Sneakers,Chen Wu,1,1149.9,0.1,1034.91,763.14
ORD-1580,2025-09-27,East,Furniture,Sofa,Dara Patel,5,743.85,0.2,2975.4,2156.58
ORD-1581,2024-08-15,Central,Clothing,Jeans,Ana Cruz,1,795.72,0.05,755.93,448.64
ORD-1582,2025-05-29,West,Furniture,Sofa,Chen Wu,3,693.94,0,2081.82,1372.9
ORD-1583,2024-01-09,East,Electronics,Phone,Ben Lee,7,877.8,0,6144.6,3431.64
ORD-1584,2025-07-15,South,Furniture,Chair,Dara Patel,5,714.95,0.1,3217.28,1778.93
ORD-1585,2025-03-10,South,Electronics,Headphones,Eli Khan,6,557.14,0.05,3175.7,1695.47
ORD-1586,2024-05-14,West,Clothing,Jeans,Dara Patel,2,1085.41,0.2,1736.66,904.35
ORD-1587,2024-07-19,South,Electronics,Phone,Fei Lin,8,1211.42,0,9691.36,5586.64
ORD-1588,2025-06-13,North,Clothing,Jacket,Dara Patel,8,460.55,0.1,3315.96,2346.21
ORD-1589,2024-04-11,North,Clothing,Jeans,Dara Patel,1,334.97,0,334.97,198.62
ORD-1590,2024-12-08,North,Furniture,Bookshelf,Dara Patel,6,847.12,0.2,4066.18,2144.16
ORD-1591,2024-05-04,South,Furniture,Lamp,Chen Wu,4,871.63,0.15,2963.54,1910.71
ORD-1592,2024-12-29,West,Furniture,Lamp,Eli Khan,8,1165.5,0.05,8857.8,6350.07
ORD-1593,2024-10-20,Central,Furniture,Chair,Eli Khan,3,966.26,0,2898.78,1671.28
ORD-1594,2025-02-18,East,Electronics,Laptop,Fei Lin,3,525.28,0,1575.84,858.93
ORD-1595,2024-09-30,East,Clothing,Sneakers,Fei Lin,5,1333.22,0.2,5332.88,3780.17
ORD-1596,2025-08-24,South,Clothing,Sneakers,Fei Lin,7,263.47,0.2,1475.43,674.17
ORD-1597,2024-09-14,West,Clothing,T-Shirt,Eli Khan,4,262.86,0,1051.44,503.29
ORD-1598,2024-02-25,West,Electronics,Headphones,Chen Wu,2,169.33,0.1,304.79,151.35
ORD-1599,2024-08-22,South,Electronics,Tablet,Ana Cruz,8,945.32,0,7562.56,4598.21
ORD-1600,2024-02-05,Central,Clothing,Jacket,Chen Wu,6,1298.4,0.05,7400.88,5495.11
ORD-1601,2025-07-15,Central,Furniture,Chair,Dara Patel,3,892.38,0.05,2543.28,1625.96
ORD-1602,2025-06-20,North,Clothing,Hat,Dara Patel,5,1364.75,0.05,6482.56,3966.68
ORD-1603,2024-11-11,South,Furniture,Sofa,Chen Wu,5,246.24,0,1231.2,554.07
ORD-1604,2024-10-20,West,Furniture,Lamp,Chen Wu,1,1036.34,0.05,984.52,722.72
ORD-1605,2024-01-10,West,Furniture,Bookshelf,Eli Khan,4,1198.2,0.1,4313.52,2424.6
ORD-1606,2025-03-23,West,Furniture,Chair,Ben Lee,3,1076.68,0.15,2745.53,1556.49
ORD-1607,2024-09-26,East,Electronics,Headphones,Chen Wu,4,782.17,0.2,2502.94,1809.59
ORD-1608,2025-10-26,South,Clothing,Hat,Chen Wu,5,628.16,0.2,2512.64,1182.3
ORD-1609,2024-04-23,East,Clothing,Sneakers,Ana Cruz,8,419.12,0.1,3017.66,1803.35
ORD-1610,2024-06-04,South,Electronics,Monitor,Fei Lin,1,291.12,0,291.12,155.64
ORD-1611,2025-03-24,East,Clothing,T-Shirt,Dara Patel,4,148.94,0,595.76,356.31
ORD-1612,2024-11-15,South,Furniture,Bookshelf,Ana Cruz,8,1049.95,0,8399.6,4612.01
ORD-1613,2024-09-29,West,Furniture,Desk,Ana Cruz,8,284.68,0.2,1821.95,956.57
ORD-1614,2024-05-04,North,Clothing,Jeans,Ben Lee,7,1160.27,0.05,7715.8,4044.23
ORD-1615,2025-04-16,East,Clothing,T-Shirt,Ben Lee,4,717.15,0.15,2438.31,1800.36
ORD-1616,2025-10-06,East,Clothing,T-Shirt,Ana Cruz,2,391.17,0.15,664.99,358.86
ORD-1617,2025-11-13,East,Electronics,Laptop,Eli Khan,4,954.87,0,3819.48,1736.03
ORD-1618,2024-05-02,West,Furniture,Chair,Fei Lin,1,1453.72,0.1,1308.35,896.28
ORD-1619,2025-09-02,Central,Electronics,Tablet,Chen Wu,2,384.35,0.05,730.26,348.64
ORD-1620,2025-10-02,North,Electronics,Laptop,Ben Lee,6,972.19,0.15,4958.17,3028.98
ORD-1621,2025-05-14,North,Electronics,Tablet,Fei Lin,6,1211.21,0.05,6903.9,4625.31
ORD-1622,2025-01-21,Central,Furniture,Chair,Chen Wu,5,1349.51,0.05,6410.17,4243.45
ORD-1623,2025-07-09,West,Clothing,Sneakers,Chen Wu,4,856.55,0.1,3083.58,1709.23
ORD-1624,2025-09-05,East,Clothing,Jeans,Eli Khan,2,803.74,0.05,1527.11,822.66
ORD-1625,2025-01-10,East,Furniture,Desk,Eli Khan,7,1104.48,0,7731.36,4916.53
ORD-1626,2024-09-01,Central,Furniture,Desk,Ben Lee,7,296.96,0.15,1766.91,1058.85
ORD-1627,2025-09-19,North,Furniture,Bookshelf,Ana Cruz,7,966.74,0,6767.18,3240.65
ORD-1628,2024-05-12,Central,Electronics,Laptop,Fei Lin,4,173.98,0,695.92,333.78
ORD-1629,2025-02-01,North,Clothing,Sneakers,Ana Cruz,5,87.89,0,439.45,277.64
ORD-1630,2024-08-01,Central,Clothing,Sneakers,Fei Lin,2,710.07,0.15,1207.12,565.19
ORD-1631,2025-03-01,East,Furniture,Desk,Ana Cruz,5,800.6,0.15,3402.55,1603.0
ORD-1632,2024-08-09,South,Clothing,T-Shirt,Eli Khan,2,1091.88,0.1,1965.38,1111.62
ORD-1633,2025-11-03,North,Electronics,Monitor,Fei Lin,3,844.26,0.1,2279.5,1309.7
ORD-1634,2025-08-13,Central,Furniture,Sofa,Dara Patel,7,1325.99,0,9281.93,6383.54
ORD-1635,2025-05-31,East,Furniture,Chair,Chen Wu,8,1401.28,0,11210.24,6894.57
ORD-1636,2025-02-26,West,Clothing,Sneakers,Eli Khan,6,918.49,0.1,4959.85,3043.8
ORD-1637,2024-09-17,East,Furniture,Sofa,Eli Khan,8,1440.34,0,11522.72,7695.96
ORD-1638,2024-01-17,East,Clothing,Jeans,Ana Cruz,5,24.75,0,123.75,63.66
ORD-1639,2024-10-09,South,Clothing,Hat,Chen Wu,3,155.02,0.05,441.81,245.95
ORD-1640,2025-01-10,West,Clothing,Jeans,Eli Khan,4,395.52,0,1582.08,755.56
ORD-1641,2024-08-10,Central,Clothing,T-Shirt,Ana Cruz,6,1192.46,0,7154.76,4267.69
ORD-1642,2025-09-01,North,Clothing,Jacket,Chen Wu,1,1100.22,0.1,990.2,558.93
ORD-1643,2024-12-22,Central,Furniture,Sofa,Ana Cruz,2,1306.63,0,2613.26,1762.13
ORD-1644,2025-10-11,Central,Clothing,Sneakers,Ben Lee,1,467.6,0,467.6,255.21
ORD-1645,2024-11-30,West,Clothing,Jeans,Eli Khan,3,90.02,0.15,229.55,171.98
ORD-1646,2025-08-12,South,Clothing,T-Shirt,Chen Wu,4,656.42,0.2,2100.54,1193.73
ORD-1647,2024-03-25,Central,Furniture,Lamp,Dara Patel,1,829.01,0,829.01,394.21
ORD-1648,2024-05-13,Central,Electronics,Headphones,Eli Khan,4,739.47,0.15,2514.2,1562.32
ORD-1649,2025-06-20,Central,Electronics,Phone,Ana Cruz,2,410.39,0.05,779.74,426.54
ORD-1650,2024-04-25,Central,Clothing,Sneakers,Fei Lin,7,557.42,0,3901.94,2131.32
ORD-1651,2024-01-25,South,Furniture,Chair,Dara Patel,6,930.09,0.2,4464.43,2601.26
ORD-1652,2024-02-15,North,Electronics,Phone,Fei Lin,6,246.65,0.15,1257.91,887.87
ORD-1653,2024-02-25,East,Electronics,Monitor,Fei Lin,3,1305.1,0.2,3132.24,1679.84
ORD-1654,2024-04-23,South,Furniture,Sofa,Ben Lee,8,48.78,0,390.24,262.24
ORD-1655,2025-07-13,North,Clothing,Jacket,Dara Patel,8,940.22,0,7521.76,4953.24
ORD-1656,2025-08-19,Central,Clothing,Hat,Chen Wu,1,394.35,0,394.35,211.06
ORD-1657,2024-02-24,East,Furniture,Desk,Ana Cruz,2,592.14,0,1184.28,768.47
ORD-1658,2024-01-20,North,Furniture,Sofa,Chen Wu,4,1469.99,0.1,5291.96,3931.84
ORD-1659,2025-05-11,Central,Clothing,Hat,Fei Lin,2,291.83,0.1,525.29,388.73
ORD-1660,2024-01-23,North,Electronics,Phone,Chen Wu,5,510.35,0.05,2424.16,1632.23
ORD-1661,2025-12-01,North,Furniture,Bookshelf,Fei Lin,5,365.76,0.1,1645.92,876.89
ORD-1662,2024-09-20,South,Furniture,Desk,Ana Cruz,5,349.99,0,1749.95,1258.48
ORD-1663,2025-01-26,East,Clothing,Hat,Eli Khan,4,634.74,0.1,2285.06,1132.99
ORD-1664,2024-12-03,South,Furniture,Lamp,Ben Lee,3,322.03,0,966.09,603.14
ORD-1665,2024-11-12,Central,Clothing,Hat,Ben Lee,3,653.65,0.2,1568.76,774.25
ORD-1666,2024-11-21,North,Electronics,Monitor,Chen Wu,2,288.44,0.2,461.5,329.46
ORD-1667,2025-02-27,East,Furniture,Bookshelf,Ben Lee,8,1122.23,0.2,7182.27,5158.59
ORD-1668,2024-07-11,Central,Electronics,Phone,Eli Khan,3,53.9,0.1,145.53,92.42
ORD-1669,2025-09-19,West,Electronics,Monitor,Ben Lee,4,357.9,0,1431.6,798.52
ORD-1670,2025-05-29,South,Clothing,Sneakers,Ben Lee,6,288.21,0.05,1642.8,981.46
ORD-1671,2024-07-16,West,Electronics,Laptop,Ben Lee,7,1150.34,0,8052.38,5859.16
ORD-1672,2025-11-18,West,Electronics,Phone,Fei Lin,2,277.96,0.05,528.12,375.04
ORD-1673,2024-11-28,West,Furniture,Chair,Fei Lin,7,616.23,0,4313.61,2727.84
ORD-1674,2024-11-16,North,Furniture,Lamp,Ben Lee,1,788.16,0.05,748.75,439.57
ORD-1675,2025-06-15,North,Clothing,Sneakers,Ben Lee,1,843.19,0.1,758.87,515.69
ORD-1676,2024-10-25,West,Furniture,Sofa,Chen Wu,5,1163.91,0,5819.55,3424.25
ORD-1677,2025-09-19,Central,Electronics,Monitor,Ana Cruz,3,703.41,0.15,1793.7,1050.23
ORD-1678,2024-07-03,South,Clothing,Hat,Dara Patel,3,598.7,0,1796.1,1051.2
ORD-1679,2025-08-27,South,Clothing,Jeans,Fei Lin,8,148.92,0,1191.36,783.34
ORD-1680,2024-05-06,West,Electronics,Laptop,Fei Lin,8,956.6,0,7652.8,4646.36
ORD-1681,2025-06-07,East,Clothing,Jeans,Eli Khan,7,832.26,0,5825.82,3964.34
ORD-1682,2025-11-06,East,Electronics,Phone,Chen Wu,3,280.62,0.15,715.58,333.03
ORD-1683,2025-04-01,East,Furniture,Chair,Ana Cruz,2,1349.33,0,2698.66,1217.26
ORD-1684,2025-04-14,Central,Furniture,Sofa,Fei Lin,1,917.86,0.05,871.97,454.61
ORD-1685,2025-05-02,Central,Furniture,Sofa,Chen Wu,8,132.92,0.1,957.02,432.55
ORD-1686,2025-09-26,East,Clothing,Hat,Ana Cruz,4,87.64,0,350.56,163.54
ORD-1687,2024-05-28,West,Electronics,Monitor,Ben Lee,5,506.7,0,2533.5,1177.34
ORD-1688,2024-06-14,North,Clothing,Jacket,Ana Cruz,3,1449.95,0.15,3697.37,2306.01
ORD-1689,2024-11-02,Central,Furniture,Bookshelf,Ana Cruz,7,1233.09,0.2,6905.3,3992.62
ORD-1690,2024-10-26,West,Furniture,Chair,Eli Khan,2,1046.51,0,2093.02,1148.57
ORD-1691,2024-08-02,Central,Clothing,Jeans,Ana Cruz,1,177.31,0.15,150.71,112.1
ORD-1692,2025-05-10,Central,Clothing,Hat,Eli Khan,5,649.17,0.2,2596.68,1415.05
ORD-1693,2025-09-30,South,Furniture,Chair,Eli Khan,8,786.76,0.15,5349.97,3206.36
ORD-1694,2024-08-26,North,Clothing,Jacket,Fei Lin,4,17.35,0,69.4,40.91
ORD-1695,2024-07-31,South,Clothing,Sneakers,Ana Cruz,7,82.56,0,577.92,357.23
ORD-1696,2025-10-17,Central,Electronics,Tablet,Chen Wu,5,1188.44,0,5942.2,3209.29
ORD-1697,2024-01-07,North,Electronics,Tablet,Ben Lee,6,603.13,0.1,3256.9,2067.47
ORD-1698,2024-07-17,South,Furniture,Bookshelf,Dara Patel,8,1375.5,0.2,8803.2,4055.35
ORD-1699,2024-06-08,North,Clothing,Sneakers,Eli Khan,6,701.77,0.2,3368.5,1934.15
ORD-1700,2024-11-02,East,Clothing,Jacket,Ana Cruz,1,324.27,0.15,275.63,151.46
ORD-1701,2024-06-01,South,Furniture,Desk,Eli Khan,6,1475.67,0.15,7525.92,4592.93
ORD-1702,2025-09-12,East,Furniture,Chair,Fei Lin,2,1298.92,0.2,2078.27,1127.43
ORD-1703,2024-02-02,East,Furniture,Sofa,Ben Lee,2,753.13,0,1506.26,845.73
ORD-1704,2025-06-21,North,Furniture,Chair,Dara Patel,2,570.71,0,1141.42,779.97
ORD-1705,2025-06-02,Central,Electronics,Headphones,Chen Wu,3,297.46,0.05,847.76,567.77
ORD-1706,2024-12-01,Central,Electronics,Laptop,Ana Cruz,3,319.7,0,959.1,563.77
ORD-1707,2024-01-05,East,Furniture,Desk,Ana Cruz,2,509.94,0,1019.88,490.49
ORD-1708,2025-08-14,East,Furniture,Chair,Dara Patel,6,312.82,0,1876.92,1000.39
ORD-1709,2025-11-18,Central,Electronics,Tablet,Eli Khan,3,248.88,0,746.64,339.41
ORD-1710,2025-06-10,East,Electronics,Phone,Eli Khan,6,830.81,0,4984.86,2454.88
ORD-1711,2024-09-07,North,Electronics,Laptop,Ben Lee,5,925.7,0,4628.5,2833.44
ORD-1712,2024-01-30,South,Furniture,Desk,Fei Lin,2,584.65,0,1169.3,675.78
ORD-1713,2025-09-02,Central,Clothing,Sneakers,Ana Cruz,6,478.97,0.2,2299.06,1171.24
ORD-1714,2025-04-21,West,Clothing,Jeans,Chen Wu,2,1222.08,0.15,2077.54,1226.75
ORD-1715,2025-12-01,Central,Clothing,Sneakers,Chen Wu,8,359.07,0,2872.56,1416.51
ORD-1716,2025-01-07,North,Furniture,Chair,Ana Cruz,6,1186.34,0,7118.04,4171.06
ORD-1717,2025-05-01,East,Electronics,Tablet,Eli Khan,8,699.94,0,5599.52,2993.94
ORD-1718,2025-08-11,East,Electronics,Monitor,Eli Khan,2,617.44,0.15,1049.65,723.24
ORD-1719,2025-10-27,South,Electronics,Tablet,Eli Khan,8,610.21,0.05,4637.6,2418.85
ORD-1720,2024-06-11,West,Furniture,Sofa,Dara Patel,2,520.96,0.2,833.54,548.65
ORD-1721,2025-08-03,Central,Furniture,Lamp,Dara Patel,4,272.03,0.15,924.9,437.82
ORD-1722,2024-04-27,South,Clothing,Hat,Chen Wu,8,498.19,0,3985.52,2776.34
ORD-1723,2025-02-19,West,Electronics,Monitor,Chen Wu,2,1032.98,0.1,1859.36,1266.97
ORD-1724,2025-05-21,North,Clothing,T-Shirt,Ben Lee,2,338.15,0,676.3,484.35
ORD-1725,2025-11-07,South,Electronics,Headphones,Fei Lin,5,594.12,0.1,2673.54,1561.74
ORD-1726,2024-11-20,East,Furniture,Lamp,Ana Cruz,5,1378.97,0.05,6550.11,4358.03
ORD-1727,2025-08-19,East,Electronics,Monitor,Eli Khan,7,1273.74,0.2,7132.94,3839.34
ORD-1728,2024-02-24,South,Electronics,Monitor,Dara Patel,6,177.9,0,1067.4,757.54
ORD-1729,2025-08-27,South,Furniture,Bookshelf,Dara Patel,7,617.96,0.05,4109.43,2521.28
ORD-1730,2024-05-22,South,Electronics,Monitor,Chen Wu,7,1267.34,0,8871.38,6227.61
ORD-1731,2025-11-17,West,Electronics,Phone,Fei Lin,1,121.54,0,121.54,59.94
ORD-1732,2025-03-23,Central,Electronics,Laptop,Dara Patel,3,968.73,0.05,2760.88,1954.83
ORD-1733,2025-09-30,South,Electronics,Headphones,Ben Lee,7,834.79,0.05,5551.35,3138.81
ORD-1734,2025-03-10,East,Clothing,T-Shirt,Dara Patel,8,1272.5,0,10180.0,6755.85
ORD-1735,2025-07-13,East,Clothing,Jacket,Ana Cruz,1,1467.68,0.1,1320.91,785.92
ORD-1736,2025-08-17,East,Furniture,Desk,Dara Patel,3,1099.33,0.1,2968.19,2211.52
ORD-1737,2025-06-13,North,Electronics,Monitor,Fei Lin,2,379.17,0.15,644.59,433.49
ORD-1738,2025-10-10,North,Clothing,Hat,Dara Patel,5,925.36,0,4626.8,2824.71
ORD-1739,2025-04-09,South,Clothing,Sneakers,Ana Cruz,6,640.21,0.2,3073.01,1654.46
ORD-1740,2025-09-03,Central,Clothing,Jacket,Ana Cruz,5,106.21,0.05,504.5,314.53
ORD-1741,2025-11-03,North,Furniture,Lamp,Chen Wu,1,440.92,0,440.92,215.19
ORD-1742,2024-09-15,North,Electronics,Monitor,Eli Khan,5,423.7,0,2118.5,962.35
ORD-1743,2024-06-27,South,Clothing,Jeans,Dara Patel,8,564.1,0,4512.8,2384.45
ORD-1744,2024-07-04,South,Clothing,T-Shirt,Dara Patel,6,1476.35,0,8858.1,5568.76
ORD-1745,2025-02-26,East,Furniture,Chair,Ana Cruz,8,1093.11,0,8744.88,4488.37
ORD-1746,2025-10-19,West,Furniture,Desk,Fei Lin,1,263.89,0.05,250.7,148.63
ORD-1747,2025-06-29,West,Electronics,Headphones,Ana Cruz,7,719.77,0,5038.39,3069.05
ORD-1748,2024-10-22,North,Furniture,Sofa,Eli Khan,6,1443.22,0.15,7360.42,5422.87
ORD-1749,2025-10-14,East,Furniture,Sofa,Fei Lin,5,512.43,0,2562.15,1769.66
ORD-1750,2025-08-21,Central,Furniture,Sofa,Chen Wu,4,1105.46,0.1,3979.66,2710.74
ORD-1751,2025-11-24,North,Clothing,Jeans,Ana Cruz,6,828.2,0.15,4223.82,1911.46
ORD-1752,2025-02-25,East,Electronics,Monitor,Chen Wu,2,1032.97,0,2065.94,1065.66
ORD-1753,2024-07-16,South,Electronics,Laptop,Eli Khan,2,99.47,0.1,179.05,115.84
ORD-1754,2025-10-15,Central,Electronics,Laptop,Ben Lee,2,1286.81,0,2573.62,1448.4
ORD-1755,2024-04-23,West,Clothing,Jeans,Chen Wu,5,452.43,0.15,1922.83,1405.31
ORD-1756,2025-03-13,North,Clothing,Jacket,Dara Patel,5,255.52,0,1277.6,681.2
ORD-1757,2025-02-01,North,Furniture,Desk,Dara Patel,5,1434.07,0,7170.35,3609.4
ORD-1758,2024-07-24,West,Clothing,Sneakers,Ben Lee,3,973.54,0,2920.62,1440.34
ORD-1759,2025-09-20,North,Clothing,T-Shirt,Eli Khan,8,1077.37,0,8618.96,3968.67
ORD-1760,2024-09-13,North,Furniture,Desk,Fei Lin,8,236.05,0.15,1605.14,722.73
ORD-1761,2025-02-03,West,Furniture,Chair,Dara Patel,6,1358.36,0.1,7335.14,3308.96
ORD-1762,2025-03-22,West,Furniture,Desk,Ana Cruz,4,19.91,0.15,67.69,47.07
ORD-1763,2025-08-03,North,Clothing,Jacket,Chen Wu,6,1027.53,0.05,5856.92,2732.6
ORD-1764,2025-07-01,South,Furniture,Desk,Eli Khan,8,1144.27,0,9154.16,5898.37
ORD-1765,2024-02-10,East,Furniture,Chair,Dara Patel,5,1048.39,0,5241.95,3350.58
ORD-1766,2024-03-27,Central,Clothing,Sneakers,Ben Lee,4,222.82,0,891.28,407.86
ORD-1767,2025-05-15,North,Furniture,Desk,Ana Cruz,5,757.03,0.2,3028.12,2100.1
ORD-1768,2024-12-13,Central,Electronics,Tablet,Dara Patel,1,617.18,0,617.18,427.17
ORD-1769,2025-11-25,West,Clothing,Jeans,Fei Lin,4,1388.35,0,5553.4,3724.32
ORD-1770,2024-01-20,South,Furniture,Lamp,Fei Lin,1,375.38,0.15,319.07,156.08
ORD-1771,2024-02-21,North,Furniture,Desk,Ana Cruz,8,922.67,0.2,5905.09,3704.34
ORD-1772,2025-05-24,West,Clothing,Hat,Chen Wu,4,108.72,0,434.88,251.3
ORD-1773,2024-05-03,North,Clothing,Hat,Eli Khan,3,492.56,0.2,1182.14,607.58
ORD-1774,2024-06-26,East,Furniture,Desk,Eli Khan,2,421.73,0.2,674.77,387.69
ORD-1775,2024-06-17,Central,Furniture,Chair,Dara Patel,1,213.06,0.2,170.45,120.03
ORD-1776,2024-06-10,Central,Electronics,Headphones,Chen Wu,2,24.43,0,48.86,35.56
ORD-1777,2025-03-02,West,Clothing,Sneakers,Dara Patel,3,321.15,0.15,818.93,435.09
ORD-1778,2024-09-01,North,Electronics,Monitor,Fei Lin,1,900.46,0.15,765.39,459.21
ORD-1779,2024-11-04,Central,Furniture,Sofa,Ana Cruz,1,843.2,0,843.2,409.16
ORD-1780,2025-09-25,East,Furniture,Lamp,Ana Cruz,4,704.36,0.15,2394.82,1551.36
ORD-1781,2024-07-17,North,Electronics,Phone,Ana Cruz,8,753.81,0,6030.48,3926.1
ORD-1782,2025-10-22,West,Furniture,Bookshelf,Ana Cruz,4,660.49,0,2641.96,1677.77
ORD-1783,2024-04-16,North,Clothing,T-Shirt,Ana Cruz,3,249.7,0,749.1,446.1
ORD-1784,2024-08-28,East,Clothing,Sneakers,Ben Lee,6,637.31,0.15,3250.28,2122.61
ORD-1785,2024-04-22,West,Furniture,Chair,Ben Lee,2,367.12,0.05,697.53,495.92
ORD-1786,2024-03-16,Central,Furniture,Lamp,Dara Patel,8,95.69,0.05,727.24,358.88
ORD-1787,2024-07-01,East,Furniture,Bookshelf,Ben Lee,3,694.74,0,2084.22,1333.08
ORD-1788,2024-12-09,West,Electronics,Laptop,Dara Patel,1,431.7,0,431.7,304.56
ORD-1789,2024-06-24,Central,Furniture,Chair,Ben Lee,5,911.4,0.2,3645.6,2509.52
ORD-1790,2025-08-14,South,Clothing,Jeans,Eli Khan,2,626.37,0.1,1127.47,672.83
ORD-1791,2025-04-29,South,Furniture,Bookshelf,Chen Wu,1,1099.08,0.15,934.22,664.96
ORD-1792,2025-03-20,North,Clothing,Jeans,Ana Cruz,3,1371.93,0,4115.79,2367.94
ORD-1793,2025-04-26,North,Clothing,Hat,Dara Patel,1,647.16,0.05,614.8,365.06
ORD-1794,2025-05-22,South,Electronics,Laptop,Chen Wu,1,1044.34,0.05,992.12,729.19
ORD-1795,2024-10-29,West,Electronics,Laptop,Eli Khan,1,727.48,0,727.48,362.68
ORD-1796,2025-08-20,South,Electronics,Headphones,Chen Wu,8,1161.17,0.2,7431.49,4911.77
ORD-1797,2025-10-03,North,Furniture,Desk,Chen Wu,2,586.55,0.15,997.13,548.29
ORD-1798,2025-03-12,East,Furniture,Lamp,Fei Lin,4,1184.72,0,4738.88,3014.57
ORD-1799,2024-02-26,North,Clothing,Jacket,Chen Wu,1,179.79,0,179.79,106.01
ORD-1800,2025-01-10,East,Electronics,Monitor,Ben Lee,2,847.73,0.2,1356.37,693.67
